pc11_shrid_id,shrid2,state_name,district_name,subdistrict_name,town_name,village_name,place_name,LGD_code,local_body_name,local_body_type,gp_to_urban_conversion,old_gp_lgd_code,old_gp_name,shrid_part_of_multi_village_GP
601449,11-29-560-05465-601449,karnataka,koppal,kushtagi,,madikera,madikera,219144,Benakanahal,Gram Panchayat,No,NA,NA,Yes
601450,11-29-560-05465-601450,karnataka,koppal,kushtagi,,zhoolkatti,zhoolkatti,219146,Chalagera,Gram Panchayat,No,NA,NA,Yes
601451,11-29-560-05465-601451,karnataka,koppal,kushtagi,,chalgera,chalgera,219146,Chalagera,Gram Panchayat,No,NA,NA,Yes
601452,11-29-560-05465-601452,karnataka,koppal,kushtagi,,topalkatti,topalkatti,219143,Adavibhavi,Gram Panchayat,No,NA,NA,Yes
601453,11-29-560-05465-601453,karnataka,koppal,kushtagi,,talugeri,talugeri,219167,Taluvagera,Gram Panchayat,No,NA,NA,Yes
601454,11-29-560-05465-601454,karnataka,koppal,kushtagi,,kalalbandi,kalalbandi,219146,Chalagera,Gram Panchayat,No,NA,NA,Yes
601455,11-29-560-05465-601455,karnataka,koppal,kushtagi,,parasapur,parasapur,273145,Tumarikoppa,Gram Panchayat,No,NA,NA,Yes
601457,11-29-560-05465-601457,karnataka,koppal,kushtagi,,donnegudda,donnegudda,273141,Hirenandihal,Gram Panchayat,No,NA,NA,Yes
601458,11-29-560-05465-601458,karnataka,koppal,kushtagi,,bisnhal,bisnhal,273141,Hirenandihal,Gram Panchayat,No,NA,NA,Yes
601459,11-29-560-05465-601459,karnataka,koppal,kushtagi,,kankoppa,kankoppa,273141,Hirenandihal,Gram Panchayat,No,NA,NA,Yes
601460,11-29-560-05465-601460,karnataka,koppal,kushtagi,,hirenandihal,hirenandihal,273141,Hirenandihal,Gram Panchayat,No,NA,NA,Yes
601461,11-29-560-05465-601461,karnataka,koppal,kushtagi,,kordakera,kordakera,219160,Koradakera,Gram Panchayat,No,NA,NA,Yes
601462,11-29-560-05465-601462,karnataka,koppal,kushtagi,,chicknandihal,chicknandihal,219150,Hirebannigol,Gram Panchayat,No,NA,NA,Yes
601463,11-29-560-05465-601463,karnataka,koppal,kushtagi,,hirebannigol,hirebannigol,219150,Hirebannigol,Gram Panchayat,No,NA,NA,Yes
601464,11-29-560-05465-601464,karnataka,koppal,kushtagi,,yelburthi,yelburthi,219150,Hirebannigol,Gram Panchayat,No,NA,NA,Yes
601465,11-29-560-05465-601465,karnataka,koppal,kushtagi,,tonsihal,tonsihal,273142,Kesur,Gram Panchayat,No,NA,NA,Yes
601466,11-29-560-05465-601466,karnataka,koppal,kushtagi,,gotagi,gotagi,219161,Kyadiguppa,Gram Panchayat,No,NA,NA,Yes
601467,11-29-560-05465-601467,karnataka,koppal,kushtagi,,sirguppa,sirguppa,273144,Shiragumpi,Gram Panchayat,No,NA,NA,Yes
601468,11-29-560-05465-601468,karnataka,koppal,kushtagi,,megur,megur,273144,Shiragumpi,Gram Panchayat,No,NA,NA,Yes
601469,11-29-560-05465-601469,karnataka,koppal,kushtagi,,banhatti,banhatti,219164,Mudenoor,Gram Panchayat,No,NA,NA,Yes
601470,11-29-560-05465-601470,karnataka,koppal,kushtagi,,benchamatti,benchamatti,219164,Mudenoor,Gram Panchayat,No,NA,NA,Yes
601471,11-29-560-05465-601471,karnataka,koppal,kushtagi,,mudenoor,mudenoor,219164,Mudenoor,Gram Panchayat,No,NA,NA,Yes
601472,11-29-560-05465-601472,karnataka,koppal,kushtagi,,kudloor,kudloor,219164,Mudenoor,Gram Panchayat,No,NA,NA,Yes
601473,11-29-560-05465-601473,karnataka,koppal,kushtagi,,balutagi,balutagi,273144,Shiragumpi,Gram Panchayat,No,NA,NA,Yes
601474,11-29-560-05465-601474,karnataka,koppal,kushtagi,,jalihal,jalihal,273144,Shiragumpi,Gram Panchayat,No,NA,NA,Yes
601475,11-29-560-05465-601475,karnataka,koppal,kushtagi,,matur,matur,219147,Dotihal,Gram Panchayat,No,NA,NA,Yes
601476,11-29-560-05465-601476,karnataka,koppal,kushtagi,,dotihal,dotihal,219147,Dotihal,Gram Panchayat,No,NA,NA,Yes
601477,11-29-560-05465-601477,karnataka,koppal,kushtagi,,kesoor,kesoor,273142,Kesur,Gram Panchayat,No,NA,NA,Yes
601478,11-29-560-05465-601478,karnataka,koppal,kushtagi,,nadavalkoppa,nadavalkoppa,273142,Kesur,Gram Panchayat,No,NA,NA,Yes
601479,11-29-560-05465-601479,karnataka,koppal,kushtagi,,kalkeri,kalkeri,273142,Kesur,Gram Panchayat,No,NA,NA,Yes
601481,11-29-560-05465-601481,karnataka,koppal,kushtagi,,kawalbodur,kawalbodur,219145,Bijakal,Gram Panchayat,No,NA,NA,Yes
601482,11-29-560-05465-601482,karnataka,koppal,kushtagi,,mankalkeri,mankalkeri,219145,Bijakal,Gram Panchayat,No,NA,NA,Yes
601483,11-29-560-05465-601483,karnataka,koppal,kushtagi,,hesrur,hesrur,219147,Dotihal,Gram Panchayat,No,NA,NA,Yes
601484,11-29-560-05465-601484,karnataka,koppal,kushtagi,,ryawanki,ryawanki,273144,Shiragumpi,Gram Panchayat,No,NA,NA,Yes
601485,11-29-560-05465-601485,karnataka,koppal,kushtagi,,basapur m,basapur m,219145,Bijakal,Gram Panchayat,No,NA,NA,Yes
601486,11-29-560-05465-601486,karnataka,koppal,kushtagi,,gonhal k,gonhal k,219145,Bijakal,Gram Panchayat,No,NA,NA,Yes
601487,11-29-560-05465-601487,karnataka,koppal,kushtagi,,teggihal,teggihal,219164,Mudenoor,Gram Panchayat,No,NA,NA,Yes
601488,11-29-560-05465-601488,karnataka,koppal,kushtagi,,madapur,madapur,219164,Mudenoor,Gram Panchayat,No,NA,NA,Yes
601489,11-29-560-05465-601489,karnataka,koppal,kushtagi,,rampur jagir,rampur jagir,219155,Jumlapur,Gram Panchayat,No,NA,NA,Yes
601490,11-29-560-05465-601490,karnataka,koppal,kushtagi,,gudadur m,gudadur m,219145,Bijakal,Gram Panchayat,No,NA,NA,Yes
601491,11-29-560-05465-601491,karnataka,koppal,kushtagi,,hosur k,hosur k,219145,Bijakal,Gram Panchayat,No,NA,NA,Yes
601492,11-29-560-05465-601492,karnataka,koppal,kushtagi,,tengunti,tengunti,219145,Bijakal,Gram Panchayat,No,NA,NA,Yes
601493,11-29-560-05465-601493,karnataka,koppal,kushtagi,,bijakal,bijakal,219145,Bijakal,Gram Panchayat,No,NA,NA,Yes
601494,11-29-560-05465-601494,karnataka,koppal,kushtagi,,vanageri,vanageri,219167,Taluvagera,Gram Panchayat,No,NA,NA,Yes
601495,11-29-560-05465-601495,karnataka,koppal,kushtagi,,tekkalki,tekkalki,219145,Bijakal,Gram Panchayat,No,NA,NA,Yes
601496,11-29-560-05465-601496,karnataka,koppal,kushtagi,,kushtagi rural,kushtagi rural,251880,Kushtagi,Town Municipal Council,No,NA,NA,NA
601497,11-29-560-05465-601497,karnataka,koppal,kushtagi,,nidsesi,nidsesi,219167,Taluvagera,Gram Panchayat,No,NA,NA,Yes
601498,11-29-560-05465-601498,karnataka,koppal,kushtagi,,gorvarbenchamatti,gorvarbenchamatti,219160,Koradakera,Gram Panchayat,No,NA,NA,Yes
601499,11-29-560-05465-601499,karnataka,koppal,kushtagi,,byalihal,byalihal,219160,Koradakera,Gram Panchayat,No,NA,NA,Yes
601500,11-29-560-05465-601500,karnataka,koppal,kushtagi,,madalgatti,madalgatti,219160,Koradakera,Gram Panchayat,No,NA,NA,Yes
601501,11-29-560-05465-601501,karnataka,koppal,kushtagi,,shakapur,shakapur,219160,Koradakera,Gram Panchayat,No,NA,NA,Yes
601502,11-29-560-05465-601502,karnataka,koppal,kushtagi,,nerebenchi,nerebenchi,219157,Kandakur,Gram Panchayat,No,NA,NA,Yes
601503,11-29-560-05465-601503,karnataka,koppal,kushtagi,,kurbanhal,kurbanhal,219157,Kandakur,Gram Panchayat,No,NA,NA,Yes
601504,11-29-560-05465-601504,karnataka,koppal,kushtagi,,kandakur,kandakur,219157,Kandakur,Gram Panchayat,No,NA,NA,Yes
601505,11-29-560-05465-601505,karnataka,koppal,kushtagi,,gumgeri,gumgeri,273137,Gumageri,Gram Panchayat,No,NA,NA,Yes
601506,11-29-560-05465-601506,karnataka,koppal,kushtagi,,ganganhal,ganganhal,219166,Sanganal,Gram Panchayat,No,NA,NA,Yes
601507,11-29-560-05465-601507,karnataka,koppal,kushtagi,,hiremannapur,hiremannapur,219152,Hiremannapur,Gram Panchayat,No,NA,NA,Yes
601508,11-29-560-05465-601508,karnataka,koppal,kushtagi,,mayadhunsi,mayadhunsi,219152,Hiremannapur,Gram Panchayat,No,NA,NA,Yes
601509,11-29-560-05465-601509,karnataka,koppal,kushtagi,,hanchinhal,hanchinhal,219152,Hiremannapur,Gram Panchayat,No,NA,NA,Yes
601510,11-29-560-05465-601510,karnataka,koppal,kushtagi,,nawalhalli,nawalhalli,219152,Hiremannapur,Gram Panchayat,No,NA,NA,Yes
601511,11-29-560-05465-601511,karnataka,koppal,kushtagi,,rampur m,rampur m,219163,Menedal,Gram Panchayat,No,NA,NA,Yes
601512,11-29-560-05465-601512,karnataka,koppal,kushtagi,,neerloti,neerloti,219152,Hiremannapur,Gram Panchayat,No,NA,NA,Yes
